CustomerID,Total_Spending,Total_Orders,Total_Products,Average_Order_Value,Recency,Frequency,Monetary,Cluster,Customer_Segment
13339.0,860.12,1,326,860.12,200,1,860.12,1,Low Value Customers
13340.0,10736.48,7,5770,1533.782857142857,44,7,10736.48,0,Occasional Customers
13341.0,775.85,1,301,775.85,260,1,775.85,1,Low Value Customers
13343.0,353.43,1,135,353.43,177,1,353.43,1,Low Value Customers
13344.0,2511.69,3,952,837.23,67,3,2511.69,0,Occasional Customers
13345.0,389.5,1,141,389.5,287,1,389.5,1,Low Value Customers
13347.0,341.36,1,205,341.36,69,1,341.36,0,Occasional Customers
13348.0,233.76,1,136,233.76,63,1,233.76,0,Occasional Customers
13349.0,247.32,1,225,247.32,10,1,247.32,0,Occasional Customers
13350.0,979.12,2,287,489.56,15,2,979.12,0,Occasional Customers
13351.0,373.94,1,117,373.94,65,1,373.94,0,Occasional Customers
13352.0,397.97999999999996,1,321,397.97999999999996,59,1,397.97999999999996,0,Occasional Customers
13354.0,743.53,1,604,743.53,70,1,743.53,0,Occasional Customers
13355.0,674.7,1,314,674.7,121,1,674.7,0,Occasional Customers
13356.0,768.24,1,325,768.24,79,1,768.24,0,Occasional Customers
13357.0,609.4,1,321,609.4,256,1,609.4,1,Low Value Customers
13358.0,439.03,1,285,439.03,268,1,439.03,1,Low Value Customers
13359.0,439.56,1,161,439.56,63,1,439.56,0,Occasional Customers
13362.0,3090.7400000000002,4,1382,772.6850000000001,8,4,3090.7400000000002,0,Occasional Customers
13363.0,992.5,2,710,496.25,17,2,992.5,0,Occasional Customers
13364.0,134.95999999999998,1,71,134.95999999999998,70,1,134.95999999999998,0,Occasional Customers
13365.0,2225.37,2,1247,1112.685,33,2,2225.37,0,Occasional Customers
13366.0,56.160000000000004,1,144,56.160000000000004,49,1,56.160000000000004,0,Occasional Customers
13368.0,623.4,2,327,311.7,256,2,623.4,1,Low Value Customers
13369.0,308.28000000000003,1,149,308.28000000000003,365,1,308.28000000000003,1,Low Value Customers
13370.0,754.87,1,343,754.87,371,1,754.87,1,Low Value Customers
13372.0,378.64,1,159,378.64,89,1,378.64,0,Occasional Customers
13373.0,3312.25,3,1651,1104.0833333333333,60,3,3312.25,0,Occasional Customers
13375.0,778.65,1,442,778.65,88,1,778.65,0,Occasional Customers
13376.0,1019.76,3,493,339.92,98,3,1019.76,0,Occasional Customers
13379.0,572.56,3,601,190.85333333333332,25,3,572.56,0,Occasional Customers
13381.0,3639.31,6,2029,606.5516666666666,31,6,3639.31,0,Occasional Customers
13382.0,222.99,1,131,222.99,280,1,222.99,1,Low Value Customers
13384.0,4151.93,7,2422,593.1328571428572,30,7,4151.93,0,Occasional Customers
13385.0,534.57,1,281,534.57,329,1,534.57,1,Low Value Customers
13388.0,677.1,2,282,338.55,130,2,677.1,0,Occasional Customers
13389.0,797.96,3,429,265.9866666666667,10,3,797.96,0,Occasional Customers
13390.0,544.08,1,224,544.08,74,1,544.08,0,Occasional Customers
13391.0,59.8,1,4,59.8,203,1,59.8,1,Low Value Customers
13394.0,2520.02,8,2392,315.0025,1,8,2520.02,0,Occasional Customers
13395.0,307.72,1,336,307.72,184,1,307.72,1,Low Value Customers
13396.0,1360.99,2,600,680.495,28,2,1360.99,0,Occasional Customers
13397.0,1544.13,5,430,308.826,72,5,1544.13,0,Occasional Customers
13398.0,457.34,1,281,457.34,191,1,457.34,1,Low Value Customers
13402.0,621.23,2,479,310.615,126,2,621.23,0,Occasional Customers
13403.0,75.0,1,44,75.0,17,1,75.0,0,Occasional Customers
13404.0,252.49,2,111,126.245,0,2,252.49,0,Occasional Customers
13405.0,572.451,3,165,190.817,73,3,572.451,0,Occasional Customers
13408.0,28117.04,62,16232,453.5006451612903,1,62,28117.04,3,Regular Customers
13410.0,1003.06,5,518,200.612,23,5,1003.06,0,Occasional Customers
13411.0,213.55,1,72,213.55,106,1,213.55,0,Occasional Customers
13414.0,1390.5,3,1574,463.5,133,3,1390.5,0,Occasional Customers
13416.0,712.5,2,142,356.25,43,2,712.5,0,Occasional Customers
13417.0,640.83,2,162,320.415,4,2,640.83,0,Occasional Customers
13418.0,6127.43,18,3918,340.4127777777778,11,18,6127.43,3,Regular Customers
13419.0,221.06,1,275,221.06,63,1,221.06,0,Occasional Customers
13420.0,159.85,2,101,79.925,149,2,159.85,1,Low Value Customers
13421.0,1833.71,2,1128,916.855,39,2,1833.71,0,Occasional Customers
13422.0,2626.3,1,1326,2626.3,63,1,2626.3,0,Occasional Customers
13425.0,1624.21,3,1123,541.4033333333333,107,3,1624.21,0,Occasional Customers
13426.0,3641.32,10,2245,364.132,0,10,3641.32,0,Occasional Customers
13427.0,582.6,3,545,194.20000000000002,18,3,582.6,0,Occasional Customers
13428.0,201.78,1,151,201.78,9,1,201.78,0,Occasional Customers
13429.0,1006.8,4,1390,251.7,10,4,1006.8,0,Occasional Customers
13430.0,679.45,2,751,339.725,18,2,679.45,0,Occasional Customers
13431.0,1269.1,2,672,634.55,66,2,1269.1,0,Occasional Customers
13434.0,534.24,2,300,267.12,73,2,534.24,0,Occasional Customers
13435.0,3809.8900000000003,7,2129,544.2700000000001,4,7,3809.8900000000003,0,Occasional Customers
13436.0,196.89,1,76,196.89,1,1,196.89,0,Occasional Customers
13437.0,3408.06,7,1283,486.86571428571426,13,7,3408.06,0,Occasional Customers
13439.0,283.71,1,242,283.71,254,1,283.71,1,Low Value Customers
13441.0,296.64,1,204,296.64,91,1,296.64,0,Occasional Customers
13447.0,1129.14,3,584,376.38000000000005,22,3,1129.14,0,Occasional Customers
13448.0,3534.69,6,1648,589.115,16,6,3534.69,0,Occasional Customers
13449.0,291.88,1,222,291.88,23,1,291.88,0,Occasional Customers
13450.0,2043.7199999999998,6,1982,340.61999999999995,26,6,2043.7199999999998,0,Occasional Customers
13451.0,2898.2599999999998,5,2128,579.6519999999999,25,5,2898.2599999999998,0,Occasional Customers
13452.0,590.0,2,2,295.0,258,2,590.0,1,Low Value Customers
13453.0,356.97999999999996,2,134,178.48999999999998,165,2,356.97999999999996,1,Low Value Customers
13455.0,1058.34,2,354,529.17,24,2,1058.34,0,Occasional Customers
13456.0,1766.72,6,765,294.4533333333333,17,6,1766.72,0,Occasional Customers
13458.0,9646.57,14,5508,689.0407142857142,6,14,9646.57,3,Regular Customers
13460.0,183.44,2,286,91.72,28,2,183.44,0,Occasional Customers
13461.0,1445.0,3,1170,481.6666666666667,38,3,1445.0,0,Occasional Customers
13462.0,151.5,1,62,151.5,252,1,151.5,1,Low Value Customers
13464.0,674.68,1,403,674.68,57,1,674.68,0,Occasional Customers
13466.0,307.9,1,259,307.9,183,1,307.9,1,Low Value Customers
13467.0,1071.91,2,580,535.955,10,2,1071.91,0,Occasional Customers
13468.0,5704.97,37,2589,154.1883783783784,1,37,5704.97,3,Regular Customers
13470.0,165.0,2,100,82.5,98,2,165.0,0,Occasional Customers
13471.0,2501.84,4,1583,625.46,0,4,2501.84,0,Occasional Customers
13473.0,422.64,2,266,211.32,60,2,422.64,0,Occasional Customers
13474.0,226.84,1,129,226.84,235,1,226.84,1,Low Value Customers
13475.0,1431.78,4,1012,357.945,190,4,1431.78,1,Low Value Customers
13476.0,1238.47,2,417,619.235,178,2,1238.47,1,Low Value Customers
13477.0,1454.58,6,1021,242.42999999999998,37,6,1454.58,0,Occasional Customers
13479.0,300.95,2,134,150.475,200,2,300.95,1,Low Value Customers
13481.0,1804.56,5,1142,360.912,45,5,1804.56,0,Occasional Customers
13482.0,184.64,1,116,184.64,231,1,184.64,1,Low Value Customers
13483.0,140.34,1,160,140.34,65,1,140.34,0,Occasional Customers
13484.0,313.8,1,44,313.8,240,1,313.8,1,Low Value Customers
13485.0,454.24,1,277,454.24,232,1,454.24,1,Low Value Customers
13486.0,1122.41,3,669,374.1366666666667,77,3,1122.41,0,Occasional Customers
13487.0,575.4,3,265,191.79999999999998,57,3,575.4,0,Occasional Customers
13488.0,8968.31,13,4518,689.87,16,13,8968.31,3,Regular Customers
13489.0,449.52,4,560,112.38,104,4,449.52,0,Occasional Customers
13491.0,1215.82,10,903,121.582,51,10,1215.82,0,Occasional Customers
13492.0,1269.84,3,408,423.28,135,3,1269.84,0,Occasional Customers
13493.0,618.63,2,380,309.315,274,2,618.63,1,Low Value Customers
13494.0,316.26000000000005,1,162,316.26000000000005,311,1,316.26000000000005,1,Low Value Customers
13495.0,2044.8700000000001,5,829,408.97400000000005,7,5,2044.8700000000001,0,Occasional Customers
13496.0,653.33,2,341,326.665,10,2,653.33,0,Occasional Customers
13497.0,348.05,2,163,174.025,282,2,348.05,1,Low Value Customers
13499.0,1159.11,5,1365,231.82199999999997,17,5,1159.11,0,Occasional Customers
13500.0,1166.77,3,609,388.92333333333335,22,3,1166.77,0,Occasional Customers
13501.0,1340.32,1,560,1340.32,287,1,1340.32,1,Low Value Customers
13502.0,292.0,3,264,97.33333333333333,16,3,292.0,0,Occasional Customers
13503.0,216.85,1,248,216.85,70,1,216.85,0,Occasional Customers
13504.0,295.93,1,178,295.93,63,1,295.93,0,Occasional Customers
13505.0,4393.63,4,2486,1098.4075,72,4,4393.63,0,Occasional Customers
13506.0,458.52,2,324,229.26,315,2,458.52,1,Low Value Customers
13507.0,2479.16,4,1597,619.79,2,4,2479.16,0,Occasional Customers
13508.0,110.97,1,24,110.97,243,1,110.97,1,Low Value Customers
13509.0,979.72,7,1106,139.96,8,7,979.72,0,Occasional Customers
13510.0,1791.56,4,1386,447.89,0,4,1791.56,0,Occasional Customers
13512.0,251.21,1,143,251.21,260,1,251.21,1,Low Value Customers
13513.0,205.1,1,109,205.1,126,1,205.1,0,Occasional Customers
13514.0,152.20000000000002,1,40,152.20000000000002,73,1,152.20000000000002,0,Occasional Customers
13515.0,891.12,4,681,222.78,72,4,891.12,0,Occasional Customers
13516.0,1389.41,3,985,463.1366666666667,20,3,1389.41,0,Occasional Customers
13517.0,2128.42,3,1369,709.4733333333334,59,3,2128.42,0,Occasional Customers
13518.0,627.16,1,382,627.16,85,1,627.16,0,Occasional Customers
13519.0,122.75,1,23,122.75,77,1,122.75,0,Occasional Customers
13520.0,3624.35,6,1649,604.0583333333333,58,6,3624.35,0,Occasional Customers
13521.0,1071.73,3,718,357.24333333333334,0,3,1071.73,0,Occasional Customers
13522.0,125.80000000000001,1,44,125.80000000000001,29,1,125.80000000000001,0,Occasional Customers
13523.0,3964.88,5,1752,792.976,32,5,3964.88,0,Occasional Customers
13524.0,680.1800000000001,5,324,136.036,40,5,680.1800000000001,0,Occasional Customers
13525.0,628.78,2,394,314.39,14,2,628.78,0,Occasional Customers
13527.0,2242.36,7,1683,320.33714285714285,33,7,2242.36,0,Occasional Customers
13529.0,307.76,2,74,153.88,78,2,307.76,0,Occasional Customers
13531.0,483.8,2,174,241.9,204,2,483.8,1,Low Value Customers
13532.0,210.31,1,129,210.31,33,1,210.31,0,Occasional Customers
13533.0,269.09,3,202,89.69666666666666,182,3,269.09,1,Low Value Customers
13534.0,5870.08,25,2961,234.8032,1,25,5870.08,3,Regular Customers
13536.0,3444.39,7,2126,492.05571428571426,0,7,3444.39,0,Occasional Customers
13538.0,1280.85,7,175,182.97857142857143,42,7,1280.85,0,Occasional Customers
13539.0,631.34,3,320,210.4466666666667,85,3,631.34,0,Occasional Customers
13544.0,276.06,2,112,138.03,39,2,276.06,0,Occasional Customers
13546.0,621.09,3,357,207.03,11,3,621.09,0,Occasional Customers
13548.0,678.16,2,436,339.08,95,2,678.16,0,Occasional Customers
13549.0,918.2,7,458,131.17142857142858,25,7,918.2,0,Occasional Customers
13551.0,91.80000000000001,1,12,91.80000000000001,318,1,91.80000000000001,1,Low Value Customers
13552.0,3740.07,12,1417,311.6725,65,12,3740.07,0,Occasional Customers
13555.0,4098.88,4,2636,1024.72,73,4,4098.88,0,Occasional Customers
13557.0,584.06,2,546,292.03,27,2,584.06,0,Occasional Customers
13558.0,594.52,4,338,148.63,5,4,594.52,0,Occasional Customers
13560.0,171.42000000000002,1,63,171.42000000000002,6,1,171.42000000000002,0,Occasional Customers
13561.0,141.85999999999999,1,83,141.85999999999999,215,1,141.85999999999999,1,Low Value Customers
13562.0,1799.33,3,757,599.7766666666666,81,3,1799.33,0,Occasional Customers
13563.0,777.53,2,209,388.765,83,2,777.53,0,Occasional Customers
13564.0,1724.67,3,636,574.89,143,3,1724.67,0,Occasional Customers
13565.0,240.22,2,172,120.11,18,2,240.22,0,Occasional Customers
13566.0,856.84,2,567,428.42,40,2,856.84,0,Occasional Customers
13568.0,187.05,1,66,187.05,172,1,187.05,1,Low Value Customers
13569.0,338.62,2,156,169.31,16,2,338.62,0,Occasional Customers
13570.0,239.49,1,161,239.49,242,1,239.49,1,Low Value Customers
13571.0,2088.94,12,1757,174.07833333333335,12,12,2088.94,0,Occasional Customers
13572.0,1384.25,1,534,1384.25,205,1,1384.25,1,Low Value Customers
13573.0,290.25,2,302,145.125,49,2,290.25,0,Occasional Customers
13575.0,732.0699999999999,5,449,146.414,22,5,732.0699999999999,0,Occasional Customers
13576.0,6717.34,18,2646,373.18555555555554,9,18,6717.34,3,Regular Customers
13577.0,1687.6000000000001,4,791,421.90000000000003,24,4,1687.6000000000001,0,Occasional Customers
13579.0,467.04,2,176,233.52,14,2,467.04,0,Occasional Customers
13581.0,118.0,1,30,118.0,308,1,118.0,1,Low Value Customers
13583.0,781.03,1,725,781.03,155,1,781.03,1,Low Value Customers
13584.0,142.4,1,37,142.4,306,1,142.4,1,Low Value Customers
13587.0,712.4,1,180,712.4,63,1,712.4,0,Occasional Customers
13588.0,2478.95,9,2606,275.43888888888887,15,9,2478.95,0,Occasional Customers
13589.0,379.65,2,114,189.825,14,2,379.65,0,Occasional Customers
13590.0,1981.92,6,1848,330.32,10,6,1981.92,0,Occasional Customers
13591.0,1117.13,3,485,372.3766666666667,64,3,1117.13,0,Occasional Customers
13592.0,247.95999999999998,4,84,61.989999999999995,35,4,247.95999999999998,0,Occasional Customers
13593.0,2011.88,5,719,402.37600000000003,107,5,2011.88,0,Occasional Customers
13594.0,396.97,1,359,396.97,52,1,396.97,0,Occasional Customers
13596.0,664.11,2,384,332.055,5,2,664.11,0,Occasional Customers
13598.0,160.04,1,52,160.04,46,1,160.04,0,Occasional Customers
13599.0,5149.92,21,3293,245.2342857142857,0,21,5149.92,3,Regular Customers
13600.0,219.52,1,324,219.52,311,1,219.52,1,Low Value Customers
13601.0,693.32,2,548,346.66,44,2,693.32,0,Occasional Customers
13602.0,428.89,1,267,428.89,64,1,428.89,0,Occasional Customers
13603.0,164.34,1,164,164.34,25,1,164.34,0,Occasional Customers
13606.0,276.75,3,276,92.25,28,3,276.75,0,Occasional Customers
13607.0,675.51,1,288,675.51,39,1,675.51,0,Occasional Customers
13610.0,1082.33,7,488,154.6185714285714,11,7,1082.33,0,Occasional Customers
13611.0,1154.4,3,754,384.8,88,3,1154.4,0,Occasional Customers
13614.0,1585.46,4,564,396.365,23,4,1585.46,0,Occasional Customers
13615.0,417.69,1,189,417.69,318,1,417.69,1,Low Value Customers
13617.0,544.18,3,300,181.39333333333332,39,3,544.18,0,Occasional Customers
13618.0,177.34,1,246,177.34,173,1,177.34,1,Low Value Customers
13621.0,213.85,1,343,213.85,116,1,213.85,0,Occasional Customers
13623.0,727.74,5,286,145.548,30,5,727.74,0,Occasional Customers
13626.0,257.23,1,209,257.23,252,1,257.23,1,Low Value Customers
13627.0,1638.47,5,1269,327.694,58,5,1638.47,0,Occasional Customers
13629.0,7792.36,11,4372,708.3963636363636,22,11,7792.36,0,Occasional Customers
13630.0,2031.78,7,1391,290.2542857142857,4,7,2031.78,0,Occasional Customers
13631.0,3070.42,11,467,279.1290909090909,99,11,3070.42,0,Occasional Customers
13632.0,2118.93,5,1031,423.78599999999994,24,5,2118.93,0,Occasional Customers
13634.0,1547.3600000000001,5,700,309.47200000000004,32,5,1547.3600000000001,0,Occasional Customers
13635.0,1071.03,1,677,1071.03,67,1,1071.03,0,Occasional Customers
13636.0,949.12,5,592,189.824,36,5,949.12,0,Occasional Customers
13637.0,804.3,3,405,268.09999999999997,51,3,804.3,0,Occasional Customers
13638.0,122.64,1,93,122.64,15,1,122.64,0,Occasional Customers
13639.0,1033.34,1,800,1033.34,73,1,1033.34,0,Occasional Customers
13642.0,312.28,1,151,312.28,215,1,312.28,1,Low Value Customers
13643.0,519.44,3,273,173.14666666666668,30,3,519.44,0,Occasional Customers
13644.0,2624.26,4,2067,656.065,15,4,2624.26,0,Occasional Customers
13645.0,252.1,1,158,252.1,119,1,252.1,0,Occasional Customers
13647.0,1648.1200000000001,4,887,412.03000000000003,9,4,1648.1200000000001,0,Occasional Customers
13649.0,346.6,2,139,173.3,256,2,346.6,1,Low Value Customers
13650.0,1836.34,6,922,306.0566666666667,16,6,1836.34,0,Occasional Customers
13651.0,94.2,2,33,47.1,34,2,94.2,0,Occasional Customers
13652.0,1095.08,3,578,365.02666666666664,45,3,1095.08,0,Occasional Customers
13654.0,2707.33,6,2182,451.22166666666664,42,6,2707.33,0,Occasional Customers
13655.0,932.97,2,605,466.485,113,2,932.97,0,Occasional Customers
13656.0,379.65,2,490,189.825,164,2,379.65,1,Low Value Customers
13657.0,382.14,2,209,191.07,10,2,382.14,0,Occasional Customers
13658.0,2639.17,5,1019,527.8340000000001,9,5,2639.17,0,Occasional Customers
13659.0,1563.0,2,882,781.5,205,2,1563.0,1,Low Value Customers
13662.0,881.26,3,533,293.75333333333333,85,3,881.26,0,Occasional Customers
13663.0,189.47,1,91,189.47,178,1,189.47,1,Low Value Customers
13666.0,84.65,3,41,28.21666666666667,59,3,84.65,0,Occasional Customers
13667.0,299.05,1,149,299.05,148,1,299.05,1,Low Value Customers
13668.0,6309.83,21,3722,300.46809523809526,2,21,6309.83,3,Regular Customers
13669.0,218.55,2,237,109.275,50,2,218.55,0,Occasional Customers
13670.0,349.7,1,282,349.7,74,1,349.7,0,Occasional Customers
13672.0,186.39000000000001,2,57,93.19500000000001,300,2,186.39000000000001,1,Low Value Customers
13673.0,387.44,2,114,193.72,18,2,387.44,0,Occasional Customers
13675.0,486.82000000000005,2,330,243.41000000000003,150,2,486.82000000000005,1,Low Value Customers
13678.0,232.6,1,924,232.6,151,1,232.6,1,Low Value Customers
13680.0,3719.12,4,1934,929.78,0,4,3719.12,0,Occasional Customers
13681.0,827.83,4,360,206.9575,17,4,827.83,0,Occasional Customers
13682.0,59.5,1,10,59.5,186,1,59.5,1,Low Value Customers
13684.0,65.13,1,38,65.13,285,1,65.13,1,Low Value Customers
13685.0,3119.44,7,5056,445.63428571428574,2,7,3119.44,0,Occasional Customers
13686.0,72.0,1,70,72.0,182,1,72.0,1,Low Value Customers
13689.0,910.0,1,512,910.0,62,1,910.0,0,Occasional Customers
13690.0,172.25,1,67,172.25,58,1,172.25,0,Occasional Customers
13692.0,1488.32,3,1226,496.1066666666666,24,3,1488.32,0,Occasional Customers
13694.0,65039.62,50,63312,1300.7924,3,50,65039.62,3,Regular Customers
13695.0,2504.13,15,1603,166.942,30,15,2504.13,0,Occasional Customers
13697.0,151.29999999999998,1,177,151.29999999999998,38,1,151.29999999999998,0,Occasional Customers
13699.0,308.58000000000004,1,66,308.58000000000004,154,1,308.58000000000004,1,Low Value Customers
13700.0,2248.63,10,2281,224.863,25,10,2248.63,0,Occasional Customers
13703.0,99.5,1,10,99.5,317,1,99.5,1,Low Value Customers
13704.0,2308.06,9,1531,256.4511111111111,4,9,2308.06,0,Occasional Customers
13705.0,711.86,3,363,237.28666666666666,7,3,711.86,0,Occasional Customers
13706.0,330.79,1,189,330.79,302,1,330.79,1,Low Value Customers
13707.0,806.41,2,351,403.205,266,2,806.41,1,Low Value Customers
13708.0,285.33,1,301,285.33,270,1,285.33,1,Low Value Customers
13709.0,6307.650000000001,13,3508,485.2038461538462,3,13,6307.650000000001,0,Occasional Customers
13710.0,180.48,1,176,180.48,31,1,180.48,0,Occasional Customers
13711.0,252.06,2,140,126.03,218,2,252.06,1,Low Value Customers
13712.0,228.84,1,352,228.84,246,1,228.84,1,Low Value Customers
13715.0,1077.39,5,562,215.478,280,5,1077.39,1,Low Value Customers
13716.0,138.28,1,138,138.28,268,1,138.28,1,Low Value Customers
13717.0,1445.01,6,1959,240.835,31,6,1445.01,0,Occasional Customers
13718.0,306.55,2,173,153.275,245,2,306.55,1,Low Value Customers
13719.0,1041.68,5,609,208.336,14,5,1041.68,0,Occasional Customers
13720.0,799.9,4,501,199.975,116,4,799.9,0,Occasional Customers
13721.0,524.14,1,316,524.14,35,1,524.14,0,Occasional Customers
13722.0,2375.41,3,1401,791.8033333333333,131,3,2375.41,0,Occasional Customers
13723.0,199.85000000000002,1,43,199.85000000000002,216,1,199.85000000000002,1,Low Value Customers
13725.0,1980.56,8,806,247.57,49,8,1980.56,0,Occasional Customers
13726.0,1079.6599999999999,2,1054,539.8299999999999,38,2,1079.6599999999999,0,Occasional Customers
13727.0,333.48,2,162,166.74,28,2,333.48,0,Occasional Customers
13728.0,1016.14,6,458,169.35666666666665,36,6,1016.14,0,Occasional Customers
13730.0,752.6,2,488,376.3,135,2,752.6,0,Occasional Customers
13731.0,610.59,2,278,305.295,218,2,610.59,1,Low Value Customers
13732.0,491.86,1,498,491.86,27,1,491.86,0,Occasional Customers
13735.0,2883.54,4,1128,720.885,24,4,2883.54,0,Occasional Customers
13736.0,729.8,2,496,364.9,4,2,729.8,0,Occasional Customers
13737.0,339.59999999999997,1,125,339.59999999999997,199,1,339.59999999999997,1,Low Value Customers
13739.0,216.9,1,54,216.9,17,1,216.9,0,Occasional Customers
13740.0,350.75,1,425,350.75,240,1,350.75,1,Low Value Customers
13741.0,668.4300000000001,3,218,222.81000000000003,71,3,668.4300000000001,0,Occasional Customers
13742.0,3107.87,12,1115,258.9891666666667,16,12,3107.87,0,Occasional Customers
13743.0,1341.6,7,1776,191.65714285714284,2,7,1341.6,0,Occasional Customers
13744.0,1080.52,2,1153,540.26,94,2,1080.52,0,Occasional Customers
13745.0,300.04,1,496,300.04,161,1,300.04,1,Low Value Customers
13747.0,79.6,1,8,79.6,373,1,79.6,1,Low Value Customers
13748.0,948.25,5,439,189.65,95,5,948.25,0,Occasional Customers
13750.0,1647.26,5,516,329.452,53,5,1647.26,0,Occasional Customers
13751.0,296.25,1,152,296.25,287,1,296.25,1,Low Value Customers
13752.0,1175.38,6,874,195.89666666666668,123,6,1175.38,0,Occasional Customers
13753.0,741.26,1,512,741.26,287,1,741.26,1,Low Value Customers
13754.0,282.59999999999997,2,214,141.29999999999998,151,2,282.59999999999997,1,Low Value Customers
13755.0,2108.06,9,1242,234.2288888888889,3,9,2108.06,0,Occasional Customers
13756.0,5189.52,14,3188,370.68,1,14,5189.52,3,Regular Customers
13758.0,3190.55,7,1844,455.79285714285714,11,7,3190.55,0,Occasional Customers
13759.0,659.4100000000001,2,287,329.70500000000004,32,2,659.4100000000001,0,Occasional Customers
13760.0,286.79,2,197,143.395,53,2,286.79,0,Occasional Customers
13761.0,1070.65,2,642,535.325,49,2,1070.65,0,Occasional Customers
13762.0,306.72,1,272,306.72,218,1,306.72,1,Low Value Customers
13763.0,1714.96,1,728,1714.96,62,1,1714.96,0,Occasional Customers
13764.0,1519.42,3,926,506.47333333333336,70,3,1519.42,0,Occasional Customers
13767.0,17220.36,37,7322,465.41513513513513,1,37,17220.36,3,Regular Customers
13769.0,2796.51,10,1163,279.651,1,10,2796.51,0,Occasional Customers
13771.0,2634.45,4,1477,658.6125,63,4,2634.45,0,Occasional Customers
13772.0,1122.63,3,540,374.21000000000004,33,3,1122.63,0,Occasional Customers
13774.0,345.0,1,192,345.0,81,1,345.0,0,Occasional Customers
13777.0,25977.16,33,12897,787.1866666666666,0,33,25977.16,3,Regular Customers
13778.0,178.7,1,70,178.7,102,1,178.7,0,Occasional Customers
13780.0,360.01,2,318,180.005,6,2,360.01,0,Occasional Customers
13781.0,127.84,1,30,127.84,250,1,127.84,1,Low Value Customers
13782.0,908.86,6,369,151.47666666666666,12,6,908.86,0,Occasional Customers
13784.0,2462.79,11,2493,223.89,9,11,2462.79,0,Occasional Customers
13786.0,230.39999999999998,1,136,230.39999999999998,366,1,230.39999999999998,1,Low Value Customers
13787.0,309.04,2,337,154.52,75,2,309.04,0,Occasional Customers
13790.0,348.8,1,748,348.8,3,1,348.8,0,Occasional Customers
13791.0,1516.0,2,1200,758.0,127,2,1516.0,0,Occasional Customers
13792.0,195.55,2,92,97.775,65,2,195.55,0,Occasional Customers
13798.0,37153.85,57,23948,651.8219298245614,0,57,37153.85,3,Regular Customers
13799.0,688.86,2,402,344.43,116,2,688.86,0,Occasional Customers
13800.0,558.32,1,331,558.32,309,1,558.32,1,Low Value Customers
13801.0,324.8,1,168,324.8,66,1,324.8,0,Occasional Customers
13802.0,4599.42,3,2572,1533.14,138,3,4599.42,0,Occasional Customers
13803.0,277.07,1,121,277.07,254,1,277.07,1,Low Value Customers
13804.0,2588.39,7,1462,369.77,30,7,2588.39,0,Occasional Customers
13805.0,924.6,2,1900,462.3,51,2,924.6,0,Occasional Customers
13806.0,256.38,1,56,256.38,63,1,256.38,0,Occasional Customers
13807.0,112.6,1,36,112.6,366,1,112.6,1,Low Value Customers
13808.0,1747.66,5,782,349.53200000000004,5,5,1747.66,0,Occasional Customers
13809.0,155.05,1,29,155.05,304,1,155.05,1,Low Value Customers
13810.0,1499.01,3,312,499.67,28,3,1499.01,0,Occasional Customers
13811.0,814.5,3,68,271.5,183,3,814.5,1,Low Value Customers
13812.0,539.0,3,333,179.66666666666666,41,3,539.0,0,Occasional Customers
13813.0,1366.8600000000001,4,552,341.71500000000003,39,4,1366.8600000000001,0,Occasional Customers
13814.0,1579.12,2,864,789.56,91,2,1579.12,0,Occasional Customers
13815.0,4027.36,4,2560,1006.84,21,4,4027.36,0,Occasional Customers
13816.0,571.6700000000001,2,269,285.83500000000004,23,2,571.6700000000001,0,Occasional Customers
13817.0,382.98,2,211,191.49,28,2,382.98,0,Occasional Customers
13819.0,1140.35,3,1109,380.1166666666666,301,3,1140.35,1,Low Value Customers
13821.0,385.64,2,153,192.82,144,2,385.64,1,Low Value Customers
13822.0,632.0,2,611,316.0,5,2,632.0,0,Occasional Customers
13823.0,957.66,2,439,478.83,18,2,957.66,0,Occasional Customers
13824.0,1698.94,5,768,339.788,32,5,1698.94,0,Occasional Customers
13826.0,189.5,1,82,189.5,175,1,189.5,1,Low Value Customers
13827.0,409.8,3,138,136.6,57,3,409.8,0,Occasional Customers
13828.0,209.49,1,311,209.49,21,1,209.49,0,Occasional Customers
13831.0,2198.45,6,743,366.4083333333333,15,6,2198.45,0,Occasional Customers
13832.0,52.199999999999996,1,28,52.199999999999996,18,1,52.199999999999996,0,Occasional Customers
13833.0,383.85,1,117,383.85,158,1,383.85,1,Low Value Customers
13835.0,834.57,4,442,208.6425,24,4,834.57,0,Occasional Customers
13837.0,266.59000000000003,2,182,133.29500000000002,211,2,266.59000000000003,1,Low Value Customers
13838.0,674.82,4,254,168.705,5,4,674.82,0,Occasional Customers
13841.0,85.0,1,100,85.0,252,1,85.0,1,Low Value Customers
13842.0,3385.62,9,1768,376.18,58,9,3385.62,0,Occasional Customers
13844.0,361.62,1,196,361.62,10,1,361.62,0,Occasional Customers
13845.0,312.98,1,182,312.98,64,1,312.98,0,Occasional Customers
13846.0,865.0600000000001,3,388,288.35333333333335,24,3,865.0600000000001,0,Occasional Customers
13848.0,1255.0,3,3700,418.3333333333333,91,3,1255.0,0,Occasional Customers
13849.0,1537.95,2,1016,768.975,51,2,1537.95,0,Occasional Customers
13850.0,1595.48,1,944,1595.48,128,1,1595.48,0,Occasional Customers
13851.0,2651.46,3,1705,883.82,95,3,2651.46,0,Occasional Customers
